,st_pmralim,ra,st_logglim,st_tmagerr1,st_pmdec,st_radlim,st_tmag,st_pmra,st_pmdecerr2,st_radsymerr,st_tefferr2,st_dist,st_loggsymerr,st_distsymerr,st_tefflim,st_distlim,st_disterr2,st_teff,st_loggerr2,dec,st_tmagsymerr,st_pmdeclim,st_pmraerr2,st_rad,st_loggerr1,st_tmagerr2,st_pmrasymerr,st_logg,st_teffsymerr,st_pmdecerr1,st_tmaglim,st_pmdecsymerr,st_disterr1,st_raderr1,st_pmraerr1,st_tefferr1,st_raderr2,tfopwg_disp
4788,0.0,186.085306,0,0.008,-14.043,0,14.1768,-18.592,-0.046,1,-122.0,876.565,1,1,0,0,-27.908,5318.0,,-6.378954,1,0.0,-0.079,1.08492,,-0.008,1.0,4.33106,1,0.046,0,1.0,27.908,,0.079,122.0,,PLANET
4789,0.0,174.109497,0,0.007,-70.792,0,10.6309,6.788,-0.054,1,-110.947,197.243,1,1,0,0,-2.1815,5643.77,-0.0736267,-2.023351,1,0.0,-0.085,1.09457,0.0736267,-0.007,1.0,4.35958,1,0.054,0,1.0,2.1815,0.0513442,0.085,110.947,-0.0513442,PLANET
4793,0.0,184.900488,0,0.006,-14.59,0,10.7875,29.168,-0.072,1,-104.391,134.591,1,1,0,0,-1.189,5141.67,-0.0751918,0.968327,1,0.0,-0.098,0.837606,0.0751918,-0.006,1.0,4.53051,1,0.072,0,1.0,1.189,0.0416307,0.098,104.391,-0.0416307,PLANET
4800,0.0,282.699884,0,0.009,-7.145,0,11.649,-7.173,-0.045,1,-123.9,504.97,1,1,0,0,-6.169,5810.0,-0.08,34.494757,1,0.0,-0.039,1.71,0.08,-0.009,1.0,3.99,1,0.045,0,1.0,6.169,0.08,0.039,123.9,-0.08,NOT PLANET
4805,0.0,94.084217,0,0.013,-2.664,0,12.9177,0.056,-0.032,1,-141.1,497.269,1,1,0,0,-3.5445,5999.0,-0.08,87.317511,1,0.0,-0.033,1.09,0.08,-0.013,1.0,4.41,1,0.032,0,1.0,3.5445,0.05,0.033,141.1,-0.05,NOT PLANET
4806,0.0,124.606758,0,0.007,29.095,0,14.4347,-41.992,-0.073,1,-100.0,115.557,1,1,0,0,-0.9295,3225.0,-0.531516,-19.662792,1,0.0,-0.095,0.355309,0.531516,-0.007,1.0,5.00457,1,0.073,0,1.0,0.9295,0.0109591,0.095,100.0,-0.0109591,PLANET
4815,0.0,266.562261,0,0.008,-10.148,0,11.9993,6.191,-0.047,1,-142.7,504.372,1,1,0,0,-5.6395,5957.4,-0.08,46.498341,1,0.0,-0.042,1.41,0.08,-0.008,1.0,4.18,1,0.047,0,1.0,5.6395,0.08,0.042,142.7,-0.08,NOT PLANET
4816,0.0,185.336268,0,0.008,3.148,0,14.9652,-3.769,-0.076,1,-157.0,372.355,1,1,0,0,-6.7285,3773.0,-0.01,81.647682,1,0.0,-0.098,0.62,0.01,-0.008,1.0,4.64,1,0.076,0,1.0,6.7285,0.02,0.098,157.0,-0.02,NOT PLANET
4823,0.0,313.770682,0,0.009,52.161,0,13.6136,41.772,-0.075,1,-157.0,86.4493,1,1,0,0,-0.41585,3262.0,,24.360977,1,0.0,-0.079,0.4,,-0.009,1.0,4.83,1,0.075,0,1.0,0.41585,0.01,0.079,157.0,-0.01,PLANET
4828,0.0,123.344257,0,0.007,80.695,0,12.4029,90.409,-0.05,1,-69.0,60.9425,1,1,0,0,-0.22385,3439.0,-0.436074,12.222108,1,0.0,-0.092,0.420028,0.436074,-0.007,1.0,4.97486,1,0.05,0,1.0,0.22385,0.0125005,0.092,69.0,-0.0125005,PLANET
4831,0.0,294.459175,0,0.007,-12.713,0,12.8257,-7.142,-0.03,1,-129.0,790.407,1,1,0,0,-9.6785,5911.0,-0.08,58.986723,1,0.0,-0.038,1.50878,0.08,-0.007,1.0,4.11,1,0.03,0,1.0,9.6785,0.0740277,0.038,129.0,-0.0740277,NOT PLANET
4837,0.0,292.663464,0,0.007,17.451,0,14.5179,7.893,-0.052,1,-157.0,377.483,1,1,0,0,-3.627,3937.0,-0.01,71.762961,1,0.0,-0.043,0.675707,0.01,-0.007,1.0,4.59,1,0.052,0,1.0,3.627,0.0205381,0.043,157.0,-0.0205381,PLANET
4846,0.0,313.339745,0,0.007,-1.491,0,11.8572,5.231,-0.046,1,-134.6,296.602,1,1,0,0,-2.3845,5707.0,-0.08,37.475083,1,0.0,-0.04,0.94,0.08,-0.007,1.0,4.5,1,0.046,0,1.0,2.3845,0.05,0.04,134.6,-0.05,NOT PLANET
4852,0.0,300.767548,0,0.017,-5.302,0,11.4186,2.811,-0.05,1,-165.8,876.326,1,1,0,0,-22.547,6529.0,-0.09,31.059697,1,0.0,-0.039,3.11,0.09,-0.017,1.0,3.58,1,0.05,0,1.0,22.547,0.15,0.039,165.8,-0.15,NOT PLANET
4853,0.0,294.337425,0,0.009,-35.952,0,11.7791,-14.119,-0.04,1,-128.4,609.388,1,1,0,0,-8.6305,6212.0,-0.08,35.276493,1,0.0,-0.039,1.74,0.08,-0.009,1.0,4.04,1,0.04,0,1.0,8.6305,0.08,0.039,128.4,-0.08,PLANET
4859,0.0,223.358891,0,0.006,-18.493,0,11.637,-7.542,-0.032,1,-134.1,290.646,1,1,0,0,-1.5395,5430.5,-0.08,68.859472,1,0.0,-0.037,1.02,0.08,-0.006,1.0,4.42,1,0.032,0,1.0,1.5395,0.05,0.037,134.1,-0.05,PLANET
4862,0.0,293.083789,0,0.009,0.524,0,11.6917,-0.519,-0.04,1,-131.9,980.487,1,1,0,0,-24.951,7349.0,-0.09,34.940397,1,0.0,-0.038,2.31,0.09,-0.009,1.0,3.93,1,0.04,0,1.0,24.951,0.1,0.038,131.9,-0.1,PLANET
4868,0.0,304.045452,0,0.018,-2.122,0,13.4161,-0.264,-0.032,1,-122.0,1095.81,1,1,0,0,-19.9,6556.0,,48.876297,1,0.0,-0.027,1.74,,-0.018,1.0,4.09,1,0.032,0,1.0,19.9,,0.027,122.0,,NOT PLANET
4880,0.0,301.240411,0,0.012,-4.161,0,12.1624,0.04,-0.046,1,-139.8,1021.21,1,1,0,0,-29.701,5990.0,-0.09,46.707217,1,0.0,-0.045,2.93,0.09,-0.012,1.0,3.54,1,0.046,0,1.0,29.701,0.17,0.045,139.8,-0.17,NOT PLANET
4881,0.0,163.757949,0,0.006,5.387,0,12.4322,11.007,-0.035,1,-123.6,908.659,1,1,0,0,-17.7455,6337.0,-0.09,67.043652,1,0.0,-0.032,1.85,0.09,-0.006,1.0,4.0,1,0.035,0,1.0,17.7455,0.09,0.032,123.6,-0.09,NOT PLANET
4883,0.0,85.335762,0,0.007,-29.865,0,12.3069,83.783,-0.076,1,-67.0,70.9325,1,1,0,0,-0.2068,3617.0,-0.362772,11.194448,1,0.0,-0.1,0.45,0.362772,-0.007,1.0,4.81052,1,0.076,0,1.0,0.2068,0.07,0.1,67.0,-0.07,NOT PLANET
4884,0.0,303.964054,0,0.006,21.922,0,11.9625,8.839,-0.042,1,-131.1,256.473,1,1,0,0,-2.2245,4780.0,-0.09,21.899468,1,0.0,-0.042,1.09,0.09,-0.006,1.0,4.25,1,0.042,0,1.0,2.2245,0.08,0.042,131.1,-0.08,NOT PLANET
4886,0.0,298.455751,0,0.006,12.077,0,11.8225,2.555,-0.042,1,-131.0,355.201,1,1,0,0,-2.954,5856.0,-0.08,42.967308,1,0.0,-0.04,1.11,0.08,-0.006,1.0,4.37,1,0.042,0,1.0,2.954,0.05,0.04,131.0,-0.05,NOT PLANET
4890,0.0,308.105327,0,0.006,0.678,0,12.7821,0.039,-0.027,1,-168.0,519.694,1,1,0,0,-4.4985,6006.0,-0.08,35.873629,1,0.0,-0.024,1.03,0.08,-0.006,1.0,4.46,1,0.027,0,1.0,4.4985,0.05,0.024,168.0,-0.05,NOT PLANET
4892,0.0,229.00618,0,0.007,-20.267,0,14.5982,-9.674,-0.116,1,-157.0,97.0798,1,1,0,0,-0.5954,3162.0,,62.718259,1,0.0,-0.103,0.31,,-0.007,1.0,4.92,1,0.116,0,1.0,0.5954,0.01,0.103,157.0,-0.01,NOT PLANET
4898,0.0,299.878862,0,0.006,-17.725,0,12.2794,-8.779,-0.055,1,-170.1,437.517,1,1,0,0,-6.3985,6109.0,-0.08,41.742074,1,0.0,-0.058,1.08,0.08,-0.006,1.0,4.43,1,0.055,0,1.0,6.3985,0.05,0.058,170.1,-0.05,NOT PLANET
4900,0.0,209.896071,0,0.006,-17.332,0,12.9179,2.941,-0.032,1,-125.3,486.898,1,1,0,0,-4.4715,5251.0,-0.09,74.073261,1,0.0,-0.033,1.09,0.09,-0.006,1.0,4.32,1,0.032,0,1.0,4.4715,0.06,0.033,125.3,-0.06,NOT PLANET
4905,0.0,105.006164,0,0.006,-46.202,0,13.3675,-9.928,-0.044,1,-147.0,192.351,1,1,0,0,-1.24,3965.0,-0.375183,11.043248,1,0.0,-0.054,0.613,0.375183,-0.006,1.0,4.68568,1,0.044,0,1.0,1.24,0.1,0.054,147.0,-0.1,NOT PLANET
4909,0.0,287.537943,0,0.009,0.688,0,11.7513,-4.527,-0.054,1,-241.6,624.699,1,1,0,0,-11.5895,6817.0,-0.09,52.288047,1,0.0,-0.057,1.61,0.09,-0.009,1.0,4.18,1,0.054,0,1.0,11.5895,0.07,0.057,241.6,-0.07,NOT PLANET
4916,0.0,100.255965,0,0.008,-189.117,0,14.1396,-2.492,-0.117,1,-97.0,63.0507,1,1,0,0,-0.44045,3021.0,-0.532457,16.588795,1,0.0,-0.138,0.172,0.532457,-0.008,1.0,5.10725,1,0.117,0,1.0,0.44045,0.038,0.138,97.0,-0.038,NOT PLANET
4920,0.0,355.828682,0,0.006,0.39,0,13.9766,-16.78,-0.059,1,-122.0,162.229,1,1,0,0,-1.3055,3692.0,,-2.045095,1,0.0,-0.113,0.5,,-0.006,1.0,4.77,1,0.059,0,1.0,1.3055,,0.113,122.0,,PLANET
4923,0.0,328.978312,0,0.007,-7.432,0,12.4323,44.386,-0.051,1,-134.0,271.346,1,1,0,0,-2.0485,5362.8,-0.09,-0.937407,1,0.0,-0.045,0.75,0.09,-0.007,1.0,4.65,1,0.051,0,1.0,2.0485,0.05,0.045,134.0,-0.05,NOT PLANET
4927,0.0,103.412833,0,0.008,-62.577,0,13.5287,13.682,-0.073,1,-69.0,148.762,1,1,0,0,-1.101,3688.0,-0.354944,12.881578,1,0.0,-0.083,0.544769,0.354944,-0.008,1.0,4.78199,1,0.073,0,1.0,1.101,0.0163464,0.083,69.0,-0.0163464,PLANET
4929,0.0,12.990801,0,0.007,-5.445,0,11.1893,5.761,-0.053,1,-133.4,629.161,1,1,0,0,-20.002,6418.0,-0.09,13.078371,1,0.0,-0.088,2.31,0.09,-0.007,1.0,3.82,1,0.053,0,1.0,20.002,0.13,0.088,133.4,-0.13,PLANET
4936,0.0,29.00124,0,0.007,-27.652,0,11.0208,-11.379,-0.09,1,-205.3,360.412,1,1,0,0,-8.563,5444.3,-0.61,0.179786,1,0.0,-0.124,1.67,0.61,-0.007,1.0,3.89,1,0.09,0,1.0,8.563,0.08,0.124,205.3,-0.08,NOT PLANET
4938,0.0,83.11641,0,0.01,-52.05,0,13.8097,-48.4,-2.0,1,-103.0,167.3049,1,1,0,0,,3462.0,-0.464398,15.555883,1,0.0,-2.0,0.368,0.464398,-0.01,1.0,4.88307,1,2.0,0,1.0,,0.073,2.0,103.0,-0.073,NOT PLANET
4948,0.0,35.213556,0,0.006,-86.743,0,12.0828,41.969,-0.084,1,-124.3,61.171,1,1,0,0,-0.2085,3580.0,-0.18,23.520441,1,0.0,-0.122,0.48,0.18,-0.006,1.0,4.77,1,0.084,0,1.0,0.2085,0.07,0.122,124.3,-0.07,PLANET
4949,0.0,85.080054,0,0.007,-38.099,0,12.6785,23.368,-0.047,1,-69.0,135.047,1,1,0,0,-0.548,3946.0,-0.330439,11.562637,1,0.0,-0.061,0.623609,0.330439,-0.007,1.0,4.69039,1,0.047,0,1.0,0.548,0.0186859,0.061,69.0,-0.0186859,PLANET
4951,0.0,15.685485,0,0.007,-1.574,0,10.7304,-7.432,-0.058,1,-100.6,483.421,1,1,0,0,-9.988,6584.3,-0.09,20.050424,1,0.0,-0.072,2.04,0.09,-0.007,1.0,3.96,1,0.058,0,1.0,9.988,0.09,0.072,100.6,-0.09,NOT PLANET
4971,0.0,102.721143,0,0.009,-3.257,0,14.4266,1.637,-0.07,1,,1148.93,1,1,0,0,-59.135,5945.0,,-5.086456,1,0.0,-0.062,1.1370699,,-0.009,1.0,4.46721,1,0.07,0,1.0,59.135,,0.062,,,PLANET
4976,0.0,63.266216,0,0.007,-22.02,0,13.2239,40.291,-0.075,1,-157.0,138.367,1,1,0,0,-1.3235,3575.0,-0.01,20.915157,1,0.0,-0.1,0.58,0.01,-0.007,1.0,4.67,1,0.075,0,1.0,1.3235,0.02,0.1,157.0,-0.02,PLANET
4981,0.0,52.71257,0,0.007,-19.382,0,13.8117,37.14,-0.089,1,-157.0,188.336,1,1,0,0,-2.1015,3640.0,-0.01,20.879628,1,0.0,-0.131,0.59,0.01,-0.007,1.0,4.66,1,0.089,0,1.0,2.1015,0.02,0.131,157.0,-0.02,PLANET
4982,0.0,100.765687,0,0.014,-3.475,0,14.7971,1.694,-0.068,1,,1126.37,1,1,0,0,-55.745,5675.0,,-1.296444,1,0.0,-0.066,1.0367399,,-0.014,1.0,4.37342,1,0.068,0,1.0,55.745,,0.066,,,PLANET
4986,0.0,54.165272,0,0.009,-14.963,0,12.55,4.558,-0.03,1,-135.1,647.462,1,1,0,0,-10.3255,6186.6,-0.09,19.565919,1,0.0,-0.048,1.45,0.09,-0.009,1.0,4.19,1,0.03,0,1.0,10.3255,0.08,0.048,135.1,-0.08,NOT PLANET
4993,0.0,97.720425,0,0.026,-2.803,0,13.8786,-0.262,-0.05,1,,844.061,1,1,0,0,-23.527,5880.0,,0.226893,1,0.0,-0.06,1.2998101,,-0.026,1.0,4.47813,1,0.05,0,1.0,23.527,,0.06,,,PLANET
4995,0.0,76.575162,0,0.008,-7.303,0,13.0581,-1.088,-0.032,1,-122.0,703.628,1,1,0,0,-13.5575,6332.0,,31.273775,1,0.0,-0.054,1.4,,-0.008,1.0,4.25,1,0.032,0,1.0,13.5575,,0.054,122.0,,NOT PLANET
5004,0.0,101.27724,0,0.015,-8.278,0,13.4831,-3.071,-0.044,1,,882.472,1,1,0,0,-25.62,6100.0,,0.815216,1,0.0,-0.048,1.27299,,-0.015,1.0,4.28733,1,0.044,0,1.0,25.62,,0.048,,,PLANET
5008,0.0,116.716387,0,0.006,-23.906,0,11.4556,-21.525,-0.044,1,-115.726,276.211,1,1,0,0,-3.8655,5521.95,-0.0811434,39.094469,1,0.0,-0.074,1.10007,0.0811434,-0.006,1.0,4.34199,1,0.044,0,1.0,3.8655,0.0542789,0.074,115.726,-0.0542789,PLANET
5009,0.0,129.882377,0,0.007,-26.346,0,9.9596,-24.142,-0.045,1,-119.2,246.81,1,1,0,0,-2.208,5720.0,-0.08,47.351908,1,0.0,-0.055,1.82744,0.08,-0.007,1.0,3.92,1,0.045,0,1.0,2.208,0.0888216,0.055,119.2,-0.0888216,PLANET
5015,0.0,104.33198,0,0.008,-61.646,0,14.1477,52.075,-0.093,1,-102.0,133.21,1,1,0,0,-1.5015,3411.0,-0.480684,4.028698,1,0.0,-0.114,0.433512,0.480684,-0.008,1.0,4.90948,1,0.093,0,1.0,1.5015,0.0135164,0.114,102.0,-0.0135164,NOT PLANET
5017,0.0,116.368498,0,0.006,-16.876,0,9.54224,2.341,-0.051,1,-102.5,390.33,1,1,0,0,-6.9965,6802.3,-0.08,44.129824,1,0.0,-0.073,2.68185,0.08,-0.006,1.0,3.75,1,0.051,0,1.0,6.9965,0.109739,0.073,102.5,-0.109739,NOT PLANET
5020,0.0,157.06262,0,0.006,-12.2,0,9.6022,14.098,-0.079,1,-109.1,218.05,1,1,0,0,-2.0865,6317.0,-0.08,25.573137,1,0.0,-0.073,1.61396,0.08,-0.006,1.0,4.12,1,0.079,0,1.0,2.0865,0.0645854,0.073,109.1,-0.0645854,PLANET
5024,0.0,152.176517,0,0.007,133.121,0,10.5737,192.536,-0.058,1,-157.0,18.5226,1,1,0,0,-0.01665,3495.0,-0.0041128,35.547557,1,0.0,-0.065,0.31,0.0041128,-0.007,1.0,4.91164,1,0.058,0,1.0,0.01665,0.01,0.065,157.0,-0.01,PLANET
5033,0.0,227.191112,0,0.006,-23.834,0,9.3373,24.044,-0.049,1,-122.0,265.035,1,1,0,0,-2.0065,5019.0,,62.959153,1,0.0,-0.052,3.37,,-0.006,1.0,,1,0.049,0,1.0,2.0065,,0.052,122.0,,NOT PLANET
5035,0.0,161.879557,0,0.006,6.743,0,9.58055,1.33,-0.066,1,-99.5,130.855,1,1,0,0,-0.682,6017.1,-0.07,36.329434,1,0.0,-0.055,1.05,0.07,-0.006,1.0,4.44,1,0.066,0,1.0,0.682,0.04,0.055,99.5,-0.04,PLANET
5036,0.0,161.879557,0,0.006,6.743,0,9.58055,1.33,-0.066,1,-99.5,130.855,1,1,0,0,-0.682,6017.1,-0.07,36.329434,1,0.0,-0.055,1.05,0.07,-0.006,1.0,4.44,1,0.066,0,1.0,0.682,0.04,0.055,99.5,-0.04,PLANET
5038,0.0,76.309695,0,0.007,25.077,0,11.5045,-66.085,-0.093,1,,14.0022,1,1,0,0,-0.00885,3042.0,,-47.937539,1,0.0,-0.082,0.197117,,-0.007,1.0,4.438,1,0.093,0,1.0,0.00885,0.0059257,0.082,,-0.0059257,PLANET
5058,0.0,84.006338,0,0.006,-12.72,0,11.6985,9.888,-0.067,1,-220.5,205.719,1,1,0,0,-2.2795,5627.0,-0.09,32.316823,1,0.0,-0.085,0.79,0.09,-0.006,1.0,4.64,1,0.067,0,1.0,2.2795,0.04,0.085,220.5,-0.04,NOT PLANET
5066,0.0,83.837234,0,0.007,-1.81,0,12.5284,-7.404,-0.053,1,-120.8,740.068,1,1,0,0,-18.949,6211.0,-0.08,12.115939,1,0.0,-0.067,1.64,0.08,-0.007,1.0,4.09,1,0.053,0,1.0,18.949,0.09,0.067,120.8,-0.09,NOT PLANET
5071,0.0,78.988494,0,0.016,-4.084,0,11.9696,-4.087,-0.058,1,-170.6,809.167,1,1,0,0,-32.202,8064.0,-0.08,22.074955,1,0.0,-0.089,1.91,0.08,-0.016,1.0,4.17,1,0.058,0,1.0,32.202,0.09,0.089,170.6,-0.09,NOT PLANET
5072,0.0,100.306094,0,0.008,-65.14,0,15.0404,19.57,-2.0,1,-99.0,,1,1,0,0,,3085.0,-0.549539,-3.925831,1,0.0,-2.0,0.193,0.549539,-0.008,1.0,5.0795,1,2.0,0,1.0,,0.044,2.0,99.0,-0.044,NOT PLANET
5077,0.0,98.83772,0,0.015,1.683,0,12.4151,-0.628,-0.061,1,-142.1,744.34,1,1,0,0,-22.7195,6005.0,-0.08,14.490329,1,0.0,-0.073,1.88,0.08,-0.015,1.0,3.94,1,0.061,0,1.0,22.7195,0.1,0.073,142.1,-0.1,NOT PLANET
5083,0.0,82.290072,0,0.006,-78.131,0,9.6504,34.297,-0.058,1,-177.0,41.1166,1,1,0,0,-0.0734,4665.0,-0.316736,-0.342898,1,0.0,-0.063,0.663414,0.316736,-0.006,1.0,4.67631,1,0.058,0,1.0,0.0734,0.0607689,0.063,177.0,-0.0607689,PLANET
5084,0.0,86.300794,0,0.006,23.754,0,11.8338,11.994,-0.06,1,-123.2,151.894,1,1,0,0,-0.9895,4689.0,-0.09,18.461741,1,0.0,-0.07,0.71,0.09,-0.006,1.0,4.61,1,0.06,0,1.0,0.9895,0.05,0.07,123.2,-0.05,NOT PLANET
5091,0.0,86.45835,0,0.029,-6.52,0,13.1472,-2.854,-0.04,1,-122.0,602.413,1,1,0,0,-12.609,5666.0,,35.331499,1,0.0,-0.053,1.27,,-0.029,1.0,4.24,1,0.04,0,1.0,12.609,,0.053,122.0,,NOT PLANET
5094,0.0,98.172417,0,0.019,-3.26,0,14.2465,2.335,-0.066,1,,764.889,1,1,0,0,-26.699,5440.0,,-0.031604,1,0.0,-0.068,0.934028,,-0.019,1.0,4.41615,1,0.066,0,1.0,26.699,,0.068,,,PLANET
5095,0.0,81.051235,0,0.006,-5.865,0,11.4541,-10.316,-0.067,1,-142.5,317.566,1,1,0,0,-5.05,6238.2,-0.12,20.590643,1,0.0,-0.087,1.13,0.12,-0.006,1.0,4.42,1,0.067,0,1.0,5.05,0.13,0.087,142.5,-0.13,NOT PLANET
5101,0.0,98.853985,0,0.011,-10.713,0,12.3128,9.391,-0.067,1,-139.1,555.611,1,1,0,0,-13.6265,6070.0,-0.08,24.835858,1,0.0,-0.084,1.31,0.08,-0.011,1.0,4.26,1,0.067,0,1.0,13.6265,0.07,0.084,139.1,-0.07,NOT PLANET
5105,0.0,102.194623,0,0.013,-3.898,0,13.1573,-3.659,-0.044,1,,726.412,1,1,0,0,-14.8815,6190.0,,-0.672786,1,0.0,-0.049,1.12271,,-0.013,1.0,4.36651,1,0.044,0,1.0,14.8815,,0.049,,,PLANET
5113,0.0,94.393712,0,0.006,-13.796,0,11.8423,0.743,-0.057,1,-108.0,565.359,1,1,0,0,-11.4265,6328.7,-0.09,28.445251,1,0.0,-0.066,1.63,0.09,-0.006,1.0,4.11,1,0.057,0,1.0,11.4265,0.09,0.066,108.0,-0.09,PLANET
5116,0.0,102.079859,0,0.017,0.547,0,13.0501,-6.015,-0.041,1,,787.909,1,1,0,0,-23.491,5950.0,,-3.102139,1,0.0,-0.047,1.29,,-0.017,1.0,4.32551,1,0.041,0,1.0,23.491,,0.047,,,PLANET
5126,0.0,114.741958,0,0.007,-15.467,0,12.0515,-6.593,-0.063,1,-124.9,591.13,1,1,0,0,-15.4905,5656.0,-0.08,29.428761,1,0.0,-0.079,1.75,0.08,-0.007,1.0,3.95,1,0.063,0,1.0,15.4905,0.1,0.079,124.9,-0.1,NOT PLANET
5128,0.0,97.033598,0,0.035,-6.013,0,13.1861,4.799,-0.049,1,,790.663,1,1,0,0,-25.904,6090.0,,-0.170729,1,0.0,-0.052,1.6395,,-0.035,1.0,4.08625,1,0.049,0,1.0,25.904,,0.052,,,PLANET
5140,0.0,86.752182,0,0.008,-98.536,0,14.2321,2.448,-0.088,1,-97.0,80.6542,1,1,0,0,-0.3604,3009.0,-0.525773,-24.842642,1,0.0,-0.073,0.169,0.525773,-0.008,1.0,5.10976,1,0.088,0,1.0,0.3604,0.037,0.073,97.0,-0.037,NOT PLANET
5149,0.0,137.037665,0,0.006,-70.632,0,10.7717,22.043,-0.062,1,-126.1,257.828,1,1,0,0,-2.9805,5767.0,-0.08,10.636648,1,0.0,-0.086,1.32,0.08,-0.006,1.0,4.21,1,0.062,0,1.0,2.9805,0.06,0.086,126.1,-0.06,NOT PLANET
5153,0.0,55.031969,0,0.007,9.3,0,9.1073,108.12,-2.0,1,-8.0,62.0121,1,1,0,0,,5076.0,-0.01,5.874619,1,0.0,-2.0,0.69,0.01,-0.007,1.0,4.71,1,2.0,0,1.0,,,2.0,8.0,,NOT PLANET
5154,0.0,55.031969,0,0.007,9.3,0,9.1073,108.12,-2.0,1,-8.0,62.0121,1,1,0,0,,5076.0,-0.01,5.874619,1,0.0,-2.0,0.670549,0.01,-0.007,1.0,4.71,1,2.0,0,1.0,,0.02346,2.0,8.0,-0.02346,NOT PLANET
5158,0.0,155.580302,0,0.007,-13.331,0,12.3391,-20.29,-0.057,1,-97.5,713.921,1,1,0,0,-19.7405,6031.2,-0.08,10.288696,1,0.0,-0.074,1.65,0.08,-0.007,1.0,4.05,1,0.057,0,1.0,19.7405,0.08,0.074,97.5,-0.08,NOT PLANET
5165,0.0,82.714213,0,0.007,-41.026,0,13.9143,-31.902,-0.042,1,,218.121,1,1,0,0,-1.037,3916.0,,-36.630981,1,0.0,-0.037,0.567866,,-0.007,1.0,4.71907,1,0.042,0,1.0,1.037,0.0171805,0.037,,-0.0171805,PLANET
5169,0.0,110.25862,0,0.007,0.473,0,12.3467,-4.965,-0.064,1,-129.0,1307.02,1,1,0,0,-69.295,5994.0,-0.09,19.401721,1,0.0,-0.071,3.08,0.09,-0.007,1.0,3.5,1,0.064,0,1.0,69.295,0.22,0.071,129.0,-0.22,NOT PLANET
5176,0.0,60.949392,0,0.007,-1.753,0,13.8231,12.872,-0.048,1,-162.0,194.964,1,1,0,0,-1.118,3654.0,,-25.408921,1,0.0,-0.038,0.587106,,-0.007,1.0,4.438,1,0.048,0,1.0,1.118,0.0175241,0.038,162.0,-0.0175241,PLANET
5177,0.0,157.935686,0,0.006,-68.828,0,10.6269,56.872,-0.242,1,-123.91,77.5586,1,1,0,0,-0.3565,4362.0,-0.0982321,0.937278,1,0.0,-0.151,0.733789,0.0982321,-0.006,1.0,4.53943,1,0.242,0,1.0,0.3565,0.0625578,0.151,123.91,-0.0625578,PLANET
5178,0.0,157.935686,0,0.006,-68.828,0,10.6269,56.872,-0.242,1,-123.91,77.5586,1,1,0,0,-0.3565,4362.0,-0.0982321,0.937278,1,0.0,-0.151,0.733789,0.0982321,-0.006,1.0,4.53943,1,0.242,0,1.0,0.3565,0.0625578,0.151,123.91,-0.0625578,PLANET
5182,0.0,169.117028,0,0.007,-1.886,0,13.7701,-29.088,-0.068,1,-157.0,182.536,1,1,0,0,-1.9095,3696.0,-0.0105474,-3.975441,1,0.0,-0.074,0.563,0.0105474,-0.007,1.0,4.68275,1,0.068,0,1.0,1.9095,0.0172668,0.074,157.0,-0.0172668,PLANET
5183,0.0,156.405499,0,0.007,-109.198,0,11.758,50.922,-0.067,1,-157.0,77.6888,1,1,0,0,-0.32415,3650.0,-0.01,2.513883,1,0.0,-0.07,0.590525,0.01,-0.007,1.0,4.66,1,0.067,0,1.0,0.32415,0.0175564,0.07,157.0,-0.0175564,PLANET
5187,0.0,133.855734,0,0.007,18.058,0,12.7482,11.549,-0.034,1,-157.0,101.632,1,1,0,0,-0.373,3689.0,-0.0088316,10.469218,1,0.0,-0.056,0.514745,0.0088316,-0.007,1.0,4.72452,1,0.034,0,1.0,0.373,0.0154963,0.056,157.0,-0.0154963,PLANET
5188,0.0,126.464358,0,0.006,-89.333,0,11.8964,97.098,-0.045,1,-127.01,203.896,1,1,0,0,-1.727,5368.0,-0.0869785,10.246577,1,0.0,-0.072,0.697439,0.0869785,-0.006,1.0,4.71954,1,0.045,0,1.0,1.727,0.0389547,0.072,127.01,-0.0389547,PLANET
5197,0.0,182.751404,0,0.006,-5.371,0,11.3328,-39.485,-0.083,1,-129.027,152.509,1,1,0,0,-1.071,5129.0,-0.0850693,-9.765239,1,0.0,-0.091,0.755722,0.0850693,-0.006,1.0,4.61786,1,0.083,0,1.0,1.071,0.0461005,0.091,129.027,-0.0461005,PLANET
5198,0.0,78.339119,0,0.006,1.462,0,14.4087,1.477,-2.146,1,,1314.53,1,1,0,0,,5780.0,,16.414199,1,0.0,-2.146,,,-0.006,1.0,4.438,1,2.146,0,1.0,,,2.146,,,PLANET
5203,0.0,60.748336,0,0.006,-165.762,0,6.4386,89.567,-0.056,1,-44.6906,45.6181,1,1,0,0,-0.12505,6337.87,,9.207768,1,0.0,-0.113,1.42717,,-0.006,1.0,4.438,1,0.056,0,1.0,0.12505,0.0557185,0.113,44.6906,-0.0557185,PLANET
5204,0.0,60.748336,0,0.006,-165.762,0,6.4386,89.567,-0.056,1,-44.6906,45.6181,1,1,0,0,-0.12505,6337.87,,9.207768,1,0.0,-0.113,1.42717,,-0.006,1.0,4.438,1,0.056,0,1.0,0.12505,0.0557185,0.113,44.6906,-0.0557185,PLANET
